study,sample,Human-Infecting Viruses,DNA Viruses,RNA Viruses,Viruses
Brinch 2020,ERR3563049,3.1299413405521375e-06,0.001546277965047771,4.347140750766857e-07,0.0015507989914285687
Brinch 2020,ERR3563050,5.294179035645707e-06,0.002373895374983438,3.6261500244148684e-07,0.0023760710649980863
Brinch 2020,ERR3563051,3.6121204544801364e-06,0.00391388956114464,2.3557307311826977e-07,0.00391710905981059
Brinch 2020,ERR3563052,3.316650305907095e-06,0.004509234839653639,3.3166503059070953e-07,0.0045110589973218875
Brinch 2020,ERR3563053,1.588043740832483e-06,0.0028545086241463886,2.443144216665359e-07,0.002858173340471386
Brinch 2020,ERR3563054,4.416631613653806e-06,0.0026390334028888805,4.800686536580223e-07,0.0026410496912342442
Brinch 2020,ERR3563055,1.8773897004668057e-06,0.002273013476192099,3.610364808590011e-07,0.0022753241096695968
Brinch 2020,ERR3563056,2.1073965580009097e-06,0.0010895240204864703,1.7561637983340914e-07,0.0010905777187654707
Brinch 2020,ERR3563057,1.855794878992025e-06,0.0026618477859642175,2.899679498425039e-07,0.0026640515423830206
Brinch 2020,ERR3563058,2.397029108425708e-06,0.0011996788254940893,4.109192757301214e-07,0.0012033086124297054
Brinch 2020,ERR3563059,1.0034372184452722e-06,0.0011499947988504178,5.574651213584845e-07,0.0011530051105057536
Brinch 2020,ERR3563060,7.713156552241647e-07,0.0024350435235426875,1.5426313104483293e-07,0.0024368432600715443
Brinch 2020,ERR3563061,4.100078646438149e-06,0.003813073141187479,6.352234522650653e-07,0.0038149788115442737
Brinch 2020,ERR3563062,9.952742168463654e-07,0.0014924136881611246,2.7646506023510147e-07,0.0014951783387634758
Brinch 2020,ERR3563063,2.759786311198443e-06,0.004514574649387306,4.357557333471226e-07,0.004517842817387409
Brinch 2020,ERR3563064,3.905394721152739e-06,0.003763803389134776,4.1546752352688717e-07,0.0037668778488088753
Brinch 2020,ERR3563065,4.526895575922256e-06,0.0037513065680727913,4.584198051566842e-07,0.0037535986670985746
Brinch 2020,ERR3563066,4.119403267294572e-06,0.005359748837956857,2.701248044127588e-07,0.005362315023598779
Brinch 2020,ERR3563067,2.760441173708382e-06,0.0036368212367700603,3.6005754439674546e-07,0.0036386215244920443
Brinch 2020,ERR3563068,8.325693188294472e-06,0.008182240173121557,7.268462307241206e-07,0.008185544019624848
Brinch 2020,ERR3563069,8.29080066897121e-06,0.005002951910656789,2.570790905107352e-07,0.005004815734062992
Brinch 2020,ERR3563070,8.885586020970406e-06,0.0034277911088992736,2.1156157192786681e-07,0.0034303298477624086
Brinch 2020,ERR3563071,2.451719068226892e-06,0.00213789902749385,2.7241322980298803e-07,0.0021398967245124054
Brinch 2020,ERR3563072,1.68269574589275e-06,0.003714494769200049,6.16988440160675e-07,0.0037170188128188885
Brinch 2020,ERR3563073,4.072016977881875e-06,0.008198827587729284,8.572667321856579e-07,0.008202256654658027
Brinch 2020,ERR3563074,3.542098618861178e-06,0.00471036974227504,3.1071040516326125e-07,0.004711985436381889
Brinch 2020,ERR3563075,6.338353620104065e-06,0.004194871563517107,2.485628870629045e-07,0.004196487222283016
Brinch 2020,ERR3563076,1.1126282820172609e-05,0.0047963375915740306,2.0992986453155866e-07,0.004797457217518199
Brinch 2020,ERR3563077,4.216671600172439e-06,0.003184277058937492,3.833337818338581e-07,0.0031851970600138934
Brinch 2020,ERR3563078,5.621464409909813e-06,0.003106734560440649,9.21551542608166e-08,0.0031081168877545614
Brinch 2020,ERR3563079,2.2404106885041464e-06,0.0018986301421552373,4.12707232092869e-07,0.0018999861802035424
Brinch 2020,ERR3563080,3.1104704310040633e-06,0.001245432360574027,3.4560782566711815e-07,0.001246745670311562
Brinch 2020,ERR3563081,3.024769914605581e-06,0.0017078146037366976,4.426492557959387e-07,0.0017103229495195411
Brinch 2020,ERR3563082,1.945786719341784e-06,0.0028714661365580587,3.4337412694266775e-07,0.0028736408393620293
Brinch 2020,ERR3563083,6.214649925821122e-06,0.004664072088124643,7.257985314827588e-07,0.004666884557434139
Brinch 2020,ERR3563084,4.3678067963253864e-06,0.003404637854331572,4.953182964905078e-07,0.0034078799377267825
Brinch 2020,ERR3563085,7.660835999569258e-06,0.005352178026265105,5.781763018542837e-07,0.005353840283132935
Brinch 2020,ERR3563086,7.452324517457406e-06,0.003758292772631839,1.8325388157682147e-07,0.0037614691732458373
Brinch 2020,ERR3563087,2.581560458640031e-06,0.002071845688084105,2.8684005096000344e-07,0.002073662341740185
Brinch 2020,ERR3563088,4.738030224384942e-06,0.0028837176828897366,3.26760705129996e-07,0.0028854604066504298
Brinch 2020,ERR3563089,4.702637709491254e-06,0.003864167411501111,4.502525466534179e-07,0.0038669189548417708
Brinch 2020,ERR3563090,3.983169148488206e-06,0.00812602176463073,4.1615200058832005e-07,0.008128399776062663
Brinch 2020,ERR3563091,2.9262819779290206e-06,0.0015233699866893477,4.367585041685105e-07,0.0015254227516589398
Brinch 2020,ERR3563092,3.349047874350653e-06,0.004958149893566681,4.6193763784146934e-07,0.004960286355141698
Brinch 2020,ERR3563093,1.1295365009720289e-05,0.005444594123877294,5.704729802889035e-07,0.005447104204990566
Brinch 2020,ERR3563094,1.6873408936792606e-06,0.004770261589451301,5.459044067785844e-07,0.004773239249851911
Brinch 2020,ERR3563095,4.4901056440219756e-06,0.007674611024189015,4.0819142218381597e-07,0.007676447885588843
Brinch 2020,ERR3563096,4.960614829156426e-06,0.005970785989366131,3.16634989095091e-07,0.005972685799300701
Brinch 2020,ERR3563097,1.051066862061294e-05,0.008311213890743935,5.839260344784967e-07,0.008313938878904834
Brinch 2020,ERR3563098,9.772283778317064e-06,0.004416367959058533,8.803859259745102e-08,0.004418128730910482
Brinch 2020,ERR3563100,4.019201399753874e-06,0.00309369654409805,3.3493344997948954e-07,0.003096292278335391
Brinch 2020,ERR3563101,2.9576002651136543e-06,0.0031582945688177952,3.520952696563874e-07,0.003160125464220008
Brinch 2020,ERR3563103,4.918762264339703e-06,0.0037528905544132866,3.7515983372082484e-07,0.003754474562600108
Brinch 2020,ERR3563104,6.918573553840291e-06,0.008865031395220007,4.3850114073635647e-07,0.008866931566829864
Brinch 2020,ERR3563105,4.8989829711351926e-06,0.007900705866093777,2.5784120900711537e-07,0.007902059532441065
Brinch 2020,ERR3563106,1.0225508606660737e-05,0.014225754018867297,3.0852827692510844e-07,0.014227825565869509
Brinch 2020,ERR3563107,7.955861431357474e-06,0.007342324117445142,2.477603905959075e-07,0.007344030911247025
Brinch 2020,ERR3563108,3.9441798158749296e-06,0.003981918445476823,4.482022518039692e-07,0.003983352692682596
Brinch 2020,ERR3563109,1.2633425724510695e-06,0.002677367458998121,3.062648660487441e-07,0.0026785159522458037
Brinch 2020,ERR3563110,2.827299239976116e-06,0.0030498917450045063,3.0565397188930984e-07,0.003051725668835842
Brinch 2020,ERR3563111,6.66495455236737e-06,0.0038608696796242907,1.7311570265889275e-07,0.0038620814895429026
Brinch 2020,ERR3563112,8.97783275507633e-06,0.00708728333578272,3.2528379547378006e-07,0.007089039868278278
Spurbeck 2023,SRR23083716,5.074303138869516e-06,9.61757455390385e-06,3.740823476794504e-05,4.7084812846719463e-05
Spurbeck 2023,SRR23083718,9.250921337348016e-06,5.877055908432857e-06,3.460932923854905e-05,4.0486385146981905e-05
Spurbeck 2023,SRR23083720,8.39593392552654e-05,0.0013651570486700297,0.0008475895201007745,0.002221396924936498
Spurbeck 2023,SRR23083722,9.26692112541851e-06,0.0020027451891051536,8.254568397431614e-06,0.0020136474492527044
Spurbeck 2023,SRR23083725,2.8838727967700623e-05,0.0037697268304445726,1.2219799986313824e-05,0.003784879382427602
Spurbeck 2023,SRR23083727,2.9416263663854473e-05,0.0011114989699949752,0.0004800298433442326,0.0015926183045860173
Spurbeck 2023,SRR23083729,1.0235135573390138e-05,0.0002566626909112584,0.00038732733355699,0.0006452841220694817
Spurbeck 2023,SRR23083731,0.0001208171840217811,0.0012054544987086706,0.0006183693818877205,0.0018274470026085781
Spurbeck 2023,SRR23083733,1.068850727913101e-05,0.0043398558983175255,1.6741035497434114e-06,0.00434391237999575
Spurbeck 2023,SRR23083734,3.054582642700683e-07,2.3418466927371903e-06,2.5454855355839023e-06,4.989151649744449e-06
Spurbeck 2023,SRR23083736,3.1030877190481154e-05,0.00038215503711160124,0.0002098078678509559,0.000592172573051682
Spurbeck 2023,SRR23083738,1.1805510651387831e-05,0.0014942020185813372,1.7976573037340563e-05,0.001513251819859713
Spurbeck 2023,SRR23083740,2.2841756421851188e-05,0.000864874628116828,0.00030510479786102513,0.0011727392268822928
Spurbeck 2023,SRR23083742,2.586329217967229e-05,0.0004798209123333159,0.0001326559519215609,0.0006167400442844931
Spurbeck 2023,SRR23083744,3.694464030824657e-05,0.0012063463846372444,0.0010776272833187813,0.002287135189742795
Spurbeck 2023,SRR23083747,1.192708000143125e-05,0.0032642927078917155,2.094015750251282e-05,0.003288282402894594
Spurbeck 2023,SRR23083749,4.668212542567257e-05,0.000665047816409089,0.000632623285941011,0.0012979010635590935
Spurbeck 2023,SRR23083751,7.371265107549593e-05,0.0034644946005483084,0.00038273876519969043,0.003847233365747999
Spurbeck 2023,SRR23083753,6.670023781950291e-05,0.0005971816614132103,0.0012271283519307379,0.0018270404324359747
Spurbeck 2023,SRR23083755,1.7685597854220693e-05,0.0004332422232114684,0.00036079718106948985,0.000797279933080334
Spurbeck 2023,SRR23083756,1.2060727499705779e-07,4.100647349899965e-06,1.302558569968224e-06,5.5479346498646585e-06
Spurbeck 2023,SRR23083758,2.397506593143131e-05,0.0003646078208533255,0.000312609950586455,0.0006807984631048645
Spurbeck 2023,SRR23083760,3.034660757170619e-06,0.0010674419213347651,9.862647460804512e-06,0.0010804024516518481
Spurbeck 2023,SRR23083762,1.5079783909989099e-05,0.00018872777592152297,0.001144746565463976,0.0013384131352424822
Spurbeck 2023,SRR23083764,1.351876573668824e-05,0.0017529332905239085,0.00018250333744529126,0.001942196010837544
Spurbeck 2023,SRR23083766,6.428779233034483e-06,0.0003049352298893073,0.00040961878426603297,0.0007161532129695279
Spurbeck 2023,SRR23083769,4.7657473051320475e-05,0.000363634979288034,0.0002495672405350214,0.000614753202673838
Spurbeck 2023,SRR23083771,8.835575951387632e-06,0.00043896306457388444,3.0973062950468734e-05,0.00047017886312741326
Spurbeck 2023,SRR23083773,1.8703742434615346e-05,0.0014322600139557832,5.192382228117096e-06,0.0014382898771884355
Spurbeck 2023,SRR23083775,9.731430709404684e-06,0.00031603414608713016,0.00034372520908137116,0.0006605109697354879
Spurbeck 2023,SRR23083778,2.739488354891585e-06,8.218465064674754e-06,2.183980994038569e-05,3.0134371903807433e-05
Spurbeck 2023,SRR23083780,6.805790840293241e-06,7.98940663860511e-06,2.633545151243906e-05,3.432485815104417e-05
Spurbeck 2023,SRR23083782,3.2214969836269058e-06,4.865117893640634e-06,1.6173229754535078e-05,2.123558215737736e-05
Spurbeck 2023,SRR23083784,2.290639238613507e-06,7.513296702652303e-06,1.7592109352551737e-05,2.510540605520404e-05
Spurbeck 2023,SRR23083786,6.549982975595096e-06,1.3877082575413339e-05,4.063209778081026e-05,5.45091803562236e-05
Spurbeck 2023,SRR23083787,1.7825375945454758e-07,3.081243556285751e-06,1.247776316181833e-06,4.456343986363689e-06
Spurbeck 2023,SRR23083789,1.992932698300427e-06,6.7940887442060015e-06,1.8208157834472084e-05,2.5183422278523576e-05
Spurbeck 2023,SRR23083790,5.333681800544302e-06,0.0001383167290006537,4.615686173547954e-05,0.00018478130314770309
Spurbeck 2023,SRR23083792,4.790596327682154e-08,2.0599564209033264e-06,1.3413669717510033e-06,3.4013233926543297e-06
Spurbeck 2023,SRR23083794,8.909948767794585e-07,0.0002446995929773404,3.2399813701071217e-07,0.00024591458599113053
Spurbeck 2023,SRR23083795,7.78872153470102e-07,6.441036687333054e-05,1.8645727310344867e-06,6.66525745878657e-05
Spurbeck 2023,SRR23083797,3.562862009048007e-07,2.5890130599082182e-05,1.9001930714922703e-06,2.7790323670574453e-05
Spurbeck 2023,SRR23083798,5.636802054301193e-07,2.2108790279648012e-05,3.256818964707356e-06,2.555350264616541e-05
Spurbeck 2023,SRR23083799,1.6397968193353033e-07,1.9677561832023642e-06,1.3118374554682427e-06,3.361583479637372e-06
Spurbeck 2023,SRR23083801,2.302640491579973e-07,2.379395174632639e-06,1.266452270368985e-06,3.7226021280542896e-06
Spurbeck 2023,SRR23083804,2.0948188322118198e-07,6.703420263077822e-06,2.5137825986541836e-06,9.321943803342597e-06
Spurbeck 2023,SRR23083806,1.2356736384506048e-07,1.6063757299857864e-06,1.6990512528695818e-06,3.4289943467004286e-06
Spurbeck 2023,SRR23083808,3.1817110160062335e-07,2.068112160404052e-06,1.7499410588034286e-06,4.136224320808104e-06
Spurbeck 2023,SRR23083810,2.9471592548645247e-06,5.677615623341952e-06,1.3218876069612941e-05,1.8939832270232315e-05
Spurbeck 2023,SRR23083813,3.7684311139459764e-07,3.0901135134357007e-06,1.7334783124151492e-06,4.898960448129769e-06
Spurbeck 2023,SRR23083818,2.8134286416943888e-06,6.666602650971486e-06,1.9510516015228476e-05,2.623828015841071e-05
Spurbeck 2023,SRR23083820,1.7210027736490584e-06,7.727639905208517e-06,1.4274199475559837e-05,2.2069329685617336e-05
Spurbeck 2023,SRR23083822,8.157046908600863e-06,1.087606254480115e-05,2.9479853739855748e-05,4.0355916284656896e-05
Spurbeck 2023,SRR23083823,2.8562824360623555e-06,1.428141218031178e-05,1.9898767637901078e-05,3.418017981821286e-05
Spurbeck 2023,SRR23083825,7.031305481394814e-08,4.4297224532787324e-06,1.1953219318371185e-06,5.695357439929799e-06
CC 2021,SRR23998353,2.6426877634564344e-05,0.000329884396742905,0.002396010727348956,0.002726287796865034
CC 2021,SRR23998354,2.354209800524221e-05,0.0003275422331164134,0.0033563354984386725,0.003685157193403197
CC 2021,SRR23998355,2.3019716867074085e-05,0.00019794558618510058,0.00372823497759654,0.00392660019403703
CC 2021,SRR23998356,1.873959956134946e-05,0.0005778303904810092,0.003364180466160522,0.003942886831245401
CC 2021,SRR23998357,1.5198458976300292e-05,0.0005000100617646134,0.0022611459245601593,0.0027616561887720942
CC 2021,SRR23998358,3.3366777214596953e-05,0.00776717275836844,0.001256314098764504,0.009025684322530092
CC 2021,SRR23998359,1.2205767053754458e-05,0.006004009371200932,0.00010862388423752824,0.006114382252546772
Rothman 2021,SRR14530724,2.0819088693700803e-05,0.0006903171514227108,0.03553562766995681,0.03622996254025024
Rothman 2021,SRR14530725,4.604221856578796e-06,0.000787168463413088,0.005915657715394323,0.006704207445364385
Rothman 2021,SRR14530726,1.2171403319110476e-05,0.000505269281375381,0.030714068144878398,0.031221209949841334
Rothman 2021,SRR14530727,3.953705700524765e-06,0.0006685356911796419,0.023429300553518797,0.024099633383653223
Rothman 2021,SRR14530728,1.22478367258383e-05,0.0005106181454034015,0.0204063540610473,0.02092309612481362
Rothman 2021,SRR14530729,2.60243238945713e-07,1.301216194728565e-06,0.0007036977181092079,0.0007065603937376108
Rothman 2021,SRR14530730,0.0,0.0005071140796230203,0.005030861320026322,0.005537975399649342
Rothman 2021,SRR14530731,2.9387528638146656e-07,4.9958798684849316e-06,0.001385621975288615,0.0013906178551570999
Rothman 2021,SRR14530732,0.0,3.961632382700026e-06,0.0015540163293204638,0.0015582420705286771
Rothman 2021,SRR14530733,0.0,6.739833609061654e-06,0.0010337867858822261,0.0010405266194912876
Rothman 2021,SRR14530734,2.787001980164907e-07,2.7591319603632578e-05,0.002872284240757953,0.002899875560361586
Rothman 2021,SRR14530736,0.0,1.1283130922814092e-05,0.0019440170866424987,0.0019555214554265446
Rothman 2021,SRR14530737,3.0141476555582767e-06,0.0008409471959007592,0.008755345402482904,0.009599306746039222
Rothman 2021,SRR14530738,4.1032281942656976e-07,0.0006347694016529034,0.005482733513177825,0.0061183235604695815
Rothman 2021,SRR14530739,8.13088777911305e-07,0.0005962651038016237,0.009570325945608697,0.01016659104941032
Rothman 2021,SRR14530740,6.091681017651864e-07,3.624550205502859e-05,0.0017391749305396072,0.0017754204325946359
Rothman 2021,SRR14530741,6.283725935293332e-07,2.419234485087933e-05,0.005341795417592862,0.005365987762443741
Rothman 2021,SRR14530742,0.0,1.934011526708699e-05,0.004004177464897691,0.004023517580164778
Rothman 2021,SRR14530743,1.7993660576326666e-06,0.0001984443709274884,0.024402231316732383,0.02460093273995382
Rothman 2021,SRR14530744,1.7229580018649298e-06,0.0008056551616720412,0.02027508058274575,0.02108211411081928
Rothman 2021,SRR14530745,2.883824828405213e-06,0.00106211268430164,0.01095853434793981,0.012024972769484058
Rothman 2021,SRR14530747,2.43956228397676e-07,2.3175841697779218e-05,0.004575155107370015,0.004598574905296192
Rothman 2021,SRR14530748,1.1152748037116346e-05,0.0011489754988672689,0.04972743653601465,0.050889504391273314
Rothman 2021,SRR14530749,3.0599649083224312e-06,5.1203412799262015e-05,0.010351045294212565,0.010402248707011829
Rothman 2021,SRR14530750,2.214895348409683e-07,1.1074476742048415e-06,0.000740439514973357,0.0007419899417172438
Rothman 2021,SRR14530751,0.0,0.0005768966925140628,0.004230024745396811,0.0048073937233734316
Rothman 2021,SRR14530752,0.0,0.0004469398308496983,0.01853431607007499,0.018982251312574687
Rothman 2021,SRR14530753,2.7547086234500633e-07,3.801497900361087e-05,0.0011294305356145259,0.0011674455146181368
Rothman 2021,SRR14530754,0.0,2.8273133549088758e-05,0.0018858180077242202,0.0019144052872016322
Rothman 2021,SRR14530755,2.463486207433422e-07,1.0346642071220372e-05,0.0014024626978918471,0.0014128093399630674
Rothman 2021,SRR14530756,9.511417505573691e-07,3.2814390394229233e-05,0.007883062828619475,0.007915877219013705
Rothman 2021,SRR14530758,0.0,2.6056286315949054e-06,0.00042211183831837465,0.00042471746694996954
Rothman 2021,SRR14530759,2.0693192994857533e-07,1.4485235096400274e-06,0.0002921878850873884,0.000293843340526977
Rothman 2021,SRR14530760,1.6842686779080372e-06,0.00013768896441898205,0.01420175349212057,0.014340705658047983
Rothman 2021,SRR14530761,2.0628708010264846e-06,0.0004079900028696825,0.013733447753900431,0.014142354588237236
Rothman 2021,SRR14530762,1.3408944883649468e-05,0.0009755007402854987,0.01946503896974607,0.020445568064362936
Rothman 2021,SRR14530763,2.252885241968323e-06,0.0004170653804193858,0.028148111434462723,0.0285657400361926
Rothman 2021,SRR14530764,4.438675399390625e-06,0.00017394059221362013,0.02801442236604147,0.028190304878742325
Rothman 2021,SRR14530765,2.0078835243977927e-06,0.00037920314560769744,0.018857181539633613,0.019237532047255253
Rothman 2021,SRR14530766,1.4285515308893913e-06,0.00013321243025543573,0.020302574357000027,0.020437572476669073
Rothman 2021,SRR14530767,3.616257246075457e-06,0.00013199338948175418,0.025098030706845697,0.025236051191737576
Rothman 2021,SRR14530769,6.642199649813746e-06,0.00018432104028233144,0.03127977870088538,0.0314655230696641
Rothman 2021,SRR14530770,3.4476861888449424e-06,0.0001861750541976269,0.00789772967566007,0.008084594267095466
Rothman 2021,SRR14530771,3.671122491590835e-06,0.00017437831835056468,0.011553022481036358,0.011728777470321269
Rothman 2021,SRR14530772,2.393797540003077e-06,0.0002633177294003385,0.007644048399104372,0.007908889454211985
Rothman 2021,SRR14530851,4.977515780432995e-06,2.449718550762121e-05,0.05354216126663137,0.05356880561580898
Rothman 2021,SRR14530852,4.8376381145681706e-05,1.1532147424627155e-05,0.05124749493416219,0.05126166579328567
Rothman 2021,SRR14530853,2.1514109835080285e-05,1.8017116717010697e-05,0.020800419152635995,0.02082041283068061
Rothman 2021,SRR14530854,1.6463811249903244e-05,2.41354301045702e-05,0.02526841615205045,0.02529487892720082
Rothman 2021,SRR14530855,8.332292162649504e-05,1.676994523778773e-05,0.08687735981006237,0.08689614917278952
Rothman 2021,SRR14530856,6.69764163069275e-05,5.773828991976509e-06,0.10468920189161297,0.10469728525220173
Rothman 2021,SRR14530857,8.490436598626948e-06,1.4263933485693274e-05,0.04043032702444838,0.040444817369576704
Rothman 2021,SRR14530858,1.1034225059410732e-05,9.10591388397973e-06,0.0759196464162926,0.0759297164857643
Rothman 2021,SRR14530859,1.2809151789613175e-05,4.851951435459536e-06,0.05969142365182707,0.05969753711063575
Rothman 2021,SRR14530860,2.6983657593084727e-06,2.4530597811895205e-07,0.008103069722214284,0.008103560334170522
Rothman 2021,SRR14530862,1.5127085148042193e-05,1.995290372287774e-05,0.08324796893360732,0.08326875707516046
Rothman 2021,SRR14530863,2.1260702291429048e-05,1.0185359702405545e-05,0.0929322107946222,0.09294328613721123
Rothman 2021,SRR14530864,1.5712531382098813e-05,8.05267233332564e-06,0.05187885049084475,0.0518879833997106
Rothman 2021,SRR14530865,1.1537453433556003e-05,8.184689187907249e-06,0.0639032920792128,0.06391285731838421
Rothman 2021,SRR14530866,1.414494806565291e-05,9.87093498106714e-06,0.06571946395734941,0.06573045427670979
Rothman 2021,SRR14530867,2.1339791363908377e-05,1.5852416441760508e-05,0.07422355423167555,0.07424072768282079
Rothman 2021,SRR14530868,1.2527416675253756e-05,5.934039477751779e-06,0.047355047899001516,0.047362112231713126
Rothman 2021,SRR14530869,5.708342381250169e-06,4.426877765051151e-06,0.019665938484106575,0.019670947845788083
Rothman 2021,SRR14530870,7.971818452570125e-06,1.9026073373467364e-05,0.09067528955238983,0.09069516595306491
Rothman 2021,SRR14530871,1.0357399654138868e-05,4.561056728428126e-06,0.0759139431219122,0.0759189792887165
Rothman 2021,SRR14530873,2.01418759457575e-05,1.6370631087828437e-05,0.06891264296982104,0.06893004212223376
Rothman 2021,SRR14530874,7.23829629531587e-07,2.0680846558045344e-06,0.006417163282728681,0.006419334771617275
Rothman 2021,SRR14530875,6.8360549946952214e-06,5.388419819347998e-06,0.04053040709431311,0.04053732357348421
Rothman 2021,SRR14530876,6.886849069783458e-07,2.9515067441929105e-07,0.0011896539850260225,0.0011899491357004418
Rothman 2021,SRR14530877,8.902264442299394e-07,2.0475208217288608e-06,0.004985980268843045,0.004988294857598043
Rothman 2021,SRR14530878,1.4150628566990215e-06,6.367782855145597e-06,0.007147089416171008,0.0071567590123584515
Rothman 2021,SRR14530879,1.0335861760742991e-07,8.268689408594393e-07,0.0018475352897328098,0.001848568875908884
Rothman 2021,SRR14530880,1.7025413658843585e-05,3.001463011408201e-05,0.08310155776664147,0.0831338473442703
Rothman 2021,SRR14530881,1.2476606363069245e-05,2.944789079482182e-06,0.09033620966898245,0.09034171177489413
Rothman 2021,SRR14530882,4.1115897631324436e-05,8.171024053582448e-06,0.09647328170752845,0.09648849372039417
Rothman 2021,SRR14530884,3.216150356044771e-05,8.35070618762502e-06,0.05904739206317287,0.05906104659626344
Rothman 2021,SRR14530885,4.356102427101545e-05,9.029924417024317e-06,0.06351264227043069,0.06352978240474078
Rothman 2021,SRR14530886,1.544883841287462e-05,7.908333949447722e-06,0.061502009636396876,0.061511389288290405
Rothman 2021,SRR14530887,4.2643103497918086e-05,7.303051189604081e-06,0.1061424620465886,0.10615530534350824
Rothman 2021,SRR14530888,2.9563424512656484e-05,8.58292969722285e-06,0.08900402730134571,0.08901694504402133
Rothman 2021,SRR14530889,3.711792191783414e-05,2.6978392028084323e-05,0.08309326638346598,0.08312386603616898
Rothman 2021,SRR14530890,2.7325975773692614e-05,7.502444241437927e-06,0.06456786500626394,0.0645791491703669
Rothman 2021,SRR14530891,3.479992690976545e-05,8.725951822150143e-06,0.10753873413655719,0.10755192694466927
Rothman 2021,SRR14530892,3.5579895366643706e-07,0.0002430106853541765,0.01064514889474613,0.010888515379053974
Rothman 2021,SRR14530893,3.394479218998221e-06,0.0002770417270274702,0.008124555453779204,0.00840290274973706
Rothman 2021,SRR14530895,1.8842528591966928e-06,0.0016936292782746274,0.014533242302984091,0.016230012002690714
Rothman 2021,SRR14530896,3.287396352502251e-06,0.0003925151244887688,0.018587596456318228,0.018980769060077497
Rothman 2021,SRR14530897,5.147286382789534e-06,0.00030208136958996074,0.033839869207453015,0.0341422722824419
Rothman 2021,SRR14530898,1.9926861774998495e-06,0.0002889394957374782,0.013123166936288178,0.01341277066075149
Rothman 2021,SRR14530899,2.7763330563169907e-06,0.000308172969251186,0.03283661650141315,0.03314509795211504
Rothman 2021,SRR14530900,4.995521406460816e-06,0.0001774496082208038,0.008896589231740935,0.009076645198956413
Rothman 2021,SRR14530901,1.192603852539781e-06,0.0007017281068344071,0.008911374506947753,0.009613102613782159
Rothman 2021,SRR14530902,3.992391642213268e-06,0.0005057029413470139,0.00585664842523914,0.006362731594361602
Rothman 2021,SRR14530903,5.180956788877522e-06,0.00035489554003811024,0.012298943797196628,0.012654271083633812
Rothman 2021,SRR21452135,8.286665594924583e-07,0.0002374129692945893,0.04136662031658377,0.04160403328587836
Rothman 2021,SRR21452136,6.521120231570569e-06,4.080358087754156e-05,0.028157948736293847,0.028199994435310734
Rothman 2021,SRR21452137,3.406730199913742e-07,0.0035221331854358197,1.7885333549547143e-06,0.0035250714902332453
